#interval_tag	giter	x	y	end	mol_length	mol_sites	mapid	x0_loc	x1_loc	x0_site	x1_site
interval_errors	2	20.8881	20.876	0	1913.14	149	0	1778.91	1799.79	137	138
interval_errors	2	10.2996	10.2833	0	1913.14	149	0	1799.79	1810.09	138	139
interval_errors	2	5.9428	6.0277	0	1913.14	149	0	1810.09	1816.04	139	140
interval_errors	2	6.35817	6.5744	0	1913.14	149	0	1816.04	1822.4	140	141
interval_errors	2	2.04625	1.7859	0	1913.14	149	0	1822.4	1824.44	141	142
interval_errors	2	2.80862	3.0049	0	1913.14	149	0	1824.44	1827.25	142	143
interval_errors	2	12.3836	12.456	0	1913.14	149	0	1827.25	1839.63	143	144
interval_errors	2	21.1524	21.2578	0	1913.14	149	0	1839.63	1860.79	144	145
interval_errors	2	1.75335	1.4209	0	1913.14	149	0	1860.79	1862.54	145	146
interval_errors	2	12.3847	12.6951	0	1913.14	149	0	1862.54	1874.92	146	147
interval_errors	2	6.38777	6.1874	0	1913.14	149	0	1874.92	1881.31	147	148
interval_errors	2	20.9085	21.0237	0	1913.14	149	0	1881.31	1902.22	148	149
interval_errors	2	12.6857	12.5593	0	3267.05	263	2	2021.94	2034.63	171	172
interval_errors	2	2.82699	2.619	0	3267.05	263	2	2019.12	2021.94	170	171
interval_errors	2	8.75142	8.9058	0	3267.05	263	2	2010.37	2019.12	169	170
interval_errors	2	4.65688	4.6956	0	3267.05	263	2	2005.71	2010.37	168	169
interval_errors	2	6.79396	6.7876	0	3267.05	263	2	1998.91	2005.71	167	168
interval_errors	2	6.23366	6.1608	0	3267.05	263	2	1992.68	1998.91	166	167
interval_errors	2	5.36822	5.4427	0	3267.05	263	2	1987.31	1992.68	165	166
interval_errors	2	11.2426	11.4003	0	3267.05	263	2	1976.07	1987.31	164	165
interval_errors	2	10.7364	10.8988	0	3267.05	263	2	1965.33	1976.07	163	164
interval_errors	2	5.41108	5.4189	0	3267.05	263	2	1959.92	1965.33	162	163
interval_errors	2	10.566	10.1618	0	3267.05	263	2	1949.36	1959.92	160	162
interval_errors	2	3.40565	3.9414	0	3267.05	263	2	1945.95	1949.36	159	160
interval_errors	2	18.3234	18.3115	0	3267.05	263	2	1927.63	1945.95	158	159
interval_errors	2	6.01628	5.9318	0	3267.05	263	2	1921.61	1927.63	157	158
interval_errors	2	10.5854	10.6408	0	3267.05	263	2	1911.03	1921.61	156	157
interval_errors	2	7.33384	7.2427	0	3267.05	263	2	1903.69	1911.03	155	156
interval_errors	2	15.7107	15.8036	0	3267.05	263	2	1887.98	1903.69	154	155
interval_errors	2	28.9629	28.9404	0	3267.05	263	2	1859.02	1887.98	153	154
interval_errors	2	2.05441	1.7821	0	3267.05	263	2	1856.96	1859.02	152	153
interval_errors	2	11.3855	11.2151	0	3267.05	263	2	1845.58	1856.96	151	152
interval_errors	2	18.8775	18.7846	0	3267.05	263	2	1826.7	1845.58	150	151
interval_errors	2	15.7566	15.7726	0	3267.05	263	2	1810.94	1826.7	149	150
interval_errors	2	36.8417	36.2019	0	3267.05	263	2	1774.1	1810.94	148	149
interval_errors	2	7.75023	7.6758	0	3267.05	263	2	1766.35	1774.1	147	148
interval_errors	2	21.4841	21.2002	0	3267.05	263	2	1744.87	1766.35	146	147
interval_errors	2	23.3334	23.2324	0	3267.05	263	2	1721.53	1744.87	145	146
interval_errors	2	12.2122	12.1361	0	3267.05	263	2	1709.32	1721.53	144	145
interval_errors	2	7.76554	7.6316	0	3267.05	263	2	1701.56	1709.32	143	144
interval_errors	2	10.469	10.4904	0	3267.05	263	2	1691.09	1701.56	142	143
interval_errors	2	4.2762	4.285	0	3267.05	263	2	1686.81	1691.09	141	142
interval_errors	2	4.78649	4.7796	0	3267.05	263	2	1682.03	1686.81	140	141
interval_errors	2	52.8953	51.2417	0	3267.05	263	2	1629.13	1682.03	139	140
interval_errors	2	40.726	40.4671	0	3267.05	263	2	1588.4	1629.13	138	139
interval_errors	2	14.558	14.4801	0	3267.05	263	2	1573.85	1588.4	137	138
interval_errors	2	6.65975	6.7439	0	3267.05	263	2	1567.19	1573.85	136	137
interval_errors	2	3.72203	3.7466	0	3267.05	263	2	1563.46	1567.19	135	136
interval_errors	2	3.17807	3.1723	0	3267.05	263	2	1560.29	1563.46	134	135
interval_errors	2	10.8017	11.3418	0	3267.05	263	2	1549.48	1560.29	133	134
interval_errors	2	16.8558	16.3226	0	3267.05	263	2	1532.63	1549.48	131	133
interval_errors	2	7.69206	7.7394	0	3267.05	263	2	1524.94	1532.63	130	131
interval_errors	2	1.91255	1.6632	0	3267.05	263	2	1523.02	1524.94	129	130
interval_errors	2	2.58817	2.8033	0	3267.05	263	2	1520.44	1523.02	128	129
interval_errors	2	21.382	21.0699	0	3267.05	263	2	1499.05	1520.44	126	128
interval_errors	2	43.3733	42.7186	0	3267.05	263	2	1455.68	1499.05	125	126
interval_errors	2	20.9187	20.876	0	3267.05	263	2	1434.76	1455.68	124	125
interval_errors	2	10.2976	10.2833	0	3267.05	263	2	1424.46	1434.76	123	124
interval_errors	2	5.94688	6.0277	0	3267.05	263	2	1418.52	1424.46	122	123
interval_errors	2	6.36021	6.5744	0	3267.05	263	2	1412.16	1418.52	121	122
interval_errors	2	2.04523	1.7859	0	3267.05	263	2	1410.11	1412.16	120	121
interval_errors	2	2.80658	3.0049	0	3267.05	263	2	1407.31	1410.11	119	120
interval_errors	2	12.3938	12.456	0	3267.05	263	2	1394.91	1407.31	118	119
interval_errors	2	21.183	21.2578	0	3267.05	263	2	1373.73	1394.91	117	118
interval_errors	2	1.75232	1.4209	0	3267.05	263	2	1371.98	1373.73	116	117
interval_errors	2	12.3877	12.6951	0	3267.05	263	2	1359.59	1371.98	115	116
interval_errors	2	6.40206	6.1874	0	3267.05	263	2	1353.19	1359.59	114	115
interval_errors	2	20.9177	21.0237	0	3267.05	263	2	1332.27	1353.19	113	114
interval_errors	2	34.2433	34.0502	0	3267.05	263	2	1298.03	1332.27	112	113
interval_errors	2	24.504	24.5782	0	3267.05	263	2	1273.52	1298.03	111	112
interval_errors	2	8.00742	8.0433	0	3267.05	263	2	1265.51	1273.52	110	111
interval_errors	2	22.5016	22.4337	0	3267.05	263	2	1243.01	1265.51	109	110
interval_errors	2	3.84042	4.4914	0	3267.05	263	2	1239.17	1243.01	108	109
interval_errors	2	15.1198	14.3616	0	3267.05	263	2	1224.05	1239.17	106	108
interval_errors	2	2.79127	2.7213	0	3267.05	263	2	1221.26	1224.05	105	106
interval_errors	2	21.0657	21.2017	0	3267.05	263	2	1200.2	1221.26	104	105
interval_errors	2	9.26783	9.2761	0	3267.05	263	2	1190.93	1200.2	103	104
interval_errors	2	26.7594	26.789	0	3267.05	263	2	1164.17	1190.93	102	103
interval_errors	2	3.22399	3.5202	0	3267.05	263	2	1160.94	1164.17	101	102
interval_errors	2	7.71043	7.3583	0	3267.05	263	2	1153.23	1160.94	99	101
interval_errors	2	14.0768	14.1871	0	3267.05	263	2	1139.16	1153.23	98	99
interval_errors	2	3.62712	3.6018	0	3267.05	263	2	1135.53	1139.16	97	98
interval_errors	2	61.0252	60.41	0	3267.05	263	2	1074.5	1135.53	96	97
interval_errors	2	2.00339	1.7146	0	3267.05	263	2	1072.5	1074.5	95	96
interval_errors	2	20.6431	20.6795	0	3267.05	263	2	1051.86	1072.5	94	95
interval_errors	2	3.52302	3.5789	0	3267.05	263	2	1048.34	1051.86	93	94
interval_errors	2	2.87291	2.7624	0	3267.05	263	2	1045.46	1048.34	92	93
interval_errors	2	5.12838	5.2098	0	3267.05	263	2	1040.33	1045.46	91	92
interval_errors	2	3.98636	3.9228	0	3267.05	263	2	1036.35	1040.33	90	91
interval_errors	2	14.9892	15.0454	0	3267.05	263	2	1021.36	1036.35	89	90
interval_errors	2	11.1814	11.5271	0	3267.05	263	2	1010.18	1021.36	88	89
interval_errors	2	8.69631	8.3516	0	3267.05	263	2	1001.48	1010.18	86	88
interval_errors	2	21.1728	21.2446	0	3267.05	263	2	980.308	1001.48	85	86
interval_errors	2	18.7418	18.8748	0	3267.05	263	2	961.566	980.308	84	85
interval_errors	2	14.7657	14.7637	0	3267.05	263	2	946.8	961.566	83	84
interval_errors	2	21.6229	21.6178	0	3267.05	263	2	925.177	946.8	82	83
interval_errors	2	9.6036	9.6527	0	3267.05	263	2	915.574	925.177	81	82
interval_errors	2	9.38621	9.3121	0	3267.05	263	2	906.188	915.574	80	81
interval_errors	2	7.05624	7.1532	0	3267.05	263	2	899.131	906.188	79	80
interval_errors	2	5.31719	5.4535	0	3267.05	263	2	893.814	899.131	78	79
interval_errors	2	3.0607	2.9578	0	3267.05	263	2	890.753	893.814	77	78
interval_errors	2	18.3703	18.3045	0	3267.05	263	2	872.383	890.753	76	77
interval_errors	2	4.6977	4.7032	0	3267.05	263	2	867.685	872.383	75	76
interval_errors	2	22.7925	22.6594	0	3267.05	263	2	844.893	867.685	74	75
interval_errors	2	10.4558	10.0741	0	3267.05	263	2	834.437	844.893	73	74
interval_errors	2	1.98399	1.6711	0	3267.05	263	2	832.453	834.437	72	73
interval_errors	2	30.1508	30.1227	0	3267.05	263	2	802.302	832.453	71	72
interval_errors	2	3.3138	3.1378	0	3267.05	263	2	798.989	802.302	70	71
interval_errors	2	8.48096	8.6221	0	3267.05	263	2	790.508	798.989	69	70
interval_errors	2	3.45566	3.3486	0	3267.05	263	2	787.052	790.508	68	69
interval_errors	2	32.2532	31.9408	0	3267.05	263	2	754.799	787.052	67	68
interval_errors	2	3.51485	3.5762	0	3267.05	263	2	751.284	754.799	66	67
interval_errors	2	22.1413	22.1246	0	3267.05	263	2	729.143	751.284	65	66
interval_errors	2	20.3962	20.5188	0	3267.05	263	2	708.746	729.143	64	65
interval_errors	2	13.2991	13.2387	0	3267.05	263	2	695.447	708.746	63	64
interval_errors	2	4.97938	5.0085	0	3267.05	263	2	690.468	695.447	62	63
interval_errors	2	4.68902	4.6843	0	3267.05	263	2	685.779	690.468	61	62
interval_errors	2	2.40294	2.1861	0	3267.05	263	2	683.376	685.779	60	61
interval_errors	2	2.94844	3.1404	0	3267.05	263	2	680.428	683.376	59	60
interval_errors	2	4.81609	4.8687	0	3267.05	263	2	675.611	680.428	58	59
interval_errors	2	8.01558	8.1041	0	3267.05	263	2	667.596	675.611	57	58
interval_errors	2	2.52388	2.2621	0	3267.05	263	2	665.072	667.596	56	57
interval_errors	2	4.22619	4.4794	0	3267.05	263	2	660.846	665.072	55	56
interval_errors	2	10.1853	9.84	0	3267.05	263	2	650.66	660.846	53	55
interval_errors	2	11.3488	11.7705	0	3267.05	263	2	639.312	650.66	52	53
interval_errors	2	11.5539	11.641	0	3267.05	263	2	627.758	639.312	51	52
interval_errors	2	23.4834	23.164	0	3267.05	263	2	604.274	627.758	50	51
interval_errors	2	32.3889	32.1101	0	3267.05	263	2	571.885	604.274	49	50
interval_errors	2	7.90026	7.8501	0	3267.05	263	2	563.985	571.885	48	49
interval_errors	2	27.0809	27.0519	0	3267.05	263	2	536.904	563.985	47	48
interval_errors	2	15.031	15.0404	0	3267.05	263	2	521.873	536.904	46	47
interval_errors	2	11.4457	11.4112	0	3267.05	263	2	510.428	521.873	45	46
interval_errors	2	6.22958	6.1163	0	3267.05	263	2	504.198	510.428	44	45
interval_errors	2	22.0648	22.573	0	3267.05	263	2	482.133	504.198	43	44
interval_errors	2	3.68019	3.1572	0	3267.05	263	2	478.453	482.133	41	43
interval_errors	2	15.0024	14.3977	0	3267.05	263	2	463.451	478.453	39	41
interval_errors	2	3.3832	3.10985	0	3267.05	263	2	460.067	463.451	37	39
interval_errors	2	8.16765	8.2894	0	3267.05	263	2	451.9	460.067	36	37
interval_errors	2	5.49273	5.5	0	3267.05	263	2	446.407	451.9	35	36
interval_errors	2	3.03212	2.9306	0	3267.05	263	2	443.375	446.407	34	35
interval_errors	2	7.838	7.8776	0	3267.05	263	2	435.537	443.375	33	34
interval_errors	2	6.02853	6.081	0	3267.05	263	2	429.508	435.537	32	33
interval_errors	2	5.17839	5.2224	0	3267.05	263	2	424.33	429.508	31	32
interval_errors	2	2.49224	2.5063	0	3267.05	263	2	421.838	424.33	30	31
interval_errors	2	1.99522	1.832	0	3267.05	263	2	419.842	421.838	29	30
interval_errors	2	8.53608	8.6915	0	3267.05	263	2	411.306	419.842	28	29
interval_errors	2	23.3722	22.9861	0	3267.05	263	2	387.934	411.306	27	28
interval_errors	2	5.96831	5.8974	0	3267.05	263	2	381.966	387.934	26	27
interval_errors	2	5.14981	5.1389	0	3267.05	263	2	376.816	381.966	25	26
interval_errors	2	3.98024	3.8927	0	3267.05	263	2	372.836	376.816	24	25
interval_errors	2	17.5738	17.429	0	3267.05	263	2	355.262	372.836	23	24
interval_errors	2	2.99181	2.9305	0	3267.05	263	2	352.27	355.262	22	23
interval_errors	2	14.3799	14.3475	0	3267.05	263	2	337.89	352.27	21	22
interval_errors	2	3.0954	3.0251	0	3267.05	263	2	334.795	337.89	20	21
interval_errors	2	17.9968	17.8652	0	3267.05	263	2	316.798	334.795	19	20
interval_errors	2	7.31241	7.3012	0	3267.05	263	2	309.486	316.798	18	19
interval_errors	2	33.2727	33.0634	0	3267.05	263	2	276.213	309.486	17	18
interval_errors	2	5.72031	5.6507	0	3267.05	263	2	270.493	276.213	16	17
interval_errors	2	4.85334	4.7738	0	3267.05	263	2	265.639	270.493	15	16
interval_errors	2	4.23079	4.1456	0	3267.05	263	2	261.409	265.639	14	15
interval_errors	2	13.2919	13.5677	0	3267.05	263	2	248.117	261.409	10	14
interval_errors	2	12.6929	12.5593	0	3262.02	263	5	2016.13	2028.82	171	172
interval_errors	2	2.82903	2.619	0	3262.02	263	5	2013.3	2016.13	170	171
interval_errors	2	8.75754	8.9058	0	3262.02	263	5	2004.54	2013.3	169	170
interval_errors	2	4.65892	4.6956	0	3262.02	263	5	1999.88	2004.54	168	169
interval_errors	2	6.79498	6.7876	0	3262.02	263	5	1993.08	1999.88	167	168
interval_errors	2	6.23877	6.1608	0	3262.02	263	5	1986.85	1993.08	166	167
interval_errors	2	5.36822	5.4427	0	3262.02	263	5	1981.48	1986.85	165	166
